band,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples
2,443144800.0,204059650.0,1172902700.0,1951.2109,93.38999,3809.454,45000.0
5,242532050.0,116765060.0,637678660.0,1732.7407,102.45985,3959.4731,117000.0
8,75098780.0,41355424.0,165232860.0,997.55035,76.81663,2699.5813,189000.0
11,66805550.0,19091832.0,428698660.0,13976.008,62.87747,8349.733,495000.0
14,19646696.0,9259367.0,74271870.0,4449.843,48.65339,6157.9995,1134000.0
17,9104094.0,4527121.0,34048764.0,4455.6323,42.4029,6093.364,2574000.0
20,4104359.8,2023370.9,13520171.0,3024.8623,61.90266,4879.5195,5967000.0
23,1838955.8,676133.8,10533605.0,11453.02,71.84764,7815.2046,13887000.0
26,1165549.6,200796.17,11037528.0,27543.828,79.598564,9199.39,31968000.0
29,389424.38,25620.342,3816463.8,38067.582,100.88522,9678.418,73701000.0
32,12687.414,2705.703,78691.86,13939.495,95.46198,8480.346,59634000.0
