band,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples
2,166042.38,157998.03046875,174433.438828125,1.6213518440011452,1.1836830818584758,2.1597780262021313,31800.0
5,88873.2,84620.583671875,93301.8328515625,1.5568817105375024,1.03486693981929,2.247035734747494,41340.0
8,48739.906,46426.74337890625,51128.36724609375,1.54157428346236,1.0658181372194286,2.1755715698050433,66780.0
11,27771.78,26384.78658203125,29233.971728515626,1.9223003766315294,1.152667280306034,3.3220059393245784,104940.0
14,15175.327,14446.182202148437,15943.683618164063,1.7057948182614133,1.083742452596842,3.005844385384606,162180.0
17,8489.967,8074.9392578125,8925.657485351563,1.7715885267107243,1.1085786338671413,3.490514084967369,257580.0
20,4270.1167,4059.781999511719,4497.9746875,1.9561996461227338,1.1437148451988162,5.900500633457273,381600.0
23,2001.448,1901.4484185791016,2108.5006481933597,2.041855759894392,1.2526940818956651,3.881747298536446,610560.0
26,805.73254,756.1401196289063,869.2768804931642,5.035482695633773,1.8246825383804932,19.982925355144737,973080.0
29,254.74072,229.87848663330078,294.46869308471685,20.92268509079589,4.499840040853719,88.63336308299715,1376940.0
32,21.90403,20.86936589241028,22.976417598724368,1.4744661824708905,0.9926829596389716,2.4855538977600524,419760.0
