band,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples
2,530335360.0,219660692.48000005,1100523183.3600001,1111.6014745371208,160.29932235929678,2026.3848893347497,45000.0
5,297439170.0,123446874.64,759215189.4400003,1769.1470001225518,139.77209398078318,3763.6295513569557,117000.0
8,109459700.0,45162260.36,295450634.0800001,1933.9198389328044,127.24120304054598,4385.312367583921,189000.0
11,49555252.0,20203774.65,175797761.68000016,3438.2383525707605,110.47904240626741,5745.409689216156,495000.0
14,24332180.0,9146318.46,109359004.44000019,6609.731428492321,73.8211742954717,6718.439099356456,1134000.0
17,12788395.0,4445173.285,65795021.44000068,7592.665051284796,61.05317093271156,7330.691983721256,2574000.0
20,9477941.0,2002387.500625,65556053.60000016,14241.124590893212,70.88102824730677,8650.900818495105,5967000.0
23,7354096.5,653834.0409375001,49843957.040000014,18774.445266954222,70.69867277090944,9387.132235009278,13887000.0
26,5090852.0,180130.827421875,46200658.580000006,31646.377314276026,66.42785225283144,9810.705735689804,31968000.0
29,796480.6,22721.931552734375,6629924.0375,29016.42834881238,73.69175430647188,9830.309748607197,73701000.0
